Species,Test AUC,wc2.1_30s_bio_1_fc,wc2.1_30s_bio_2_fc,wc2.1_30s_bio_3_fc,wc2.1_30s_bio_4_fc,wc2.1_30s_bio_5_fc,wc2.1_30s_bio_6_fc,wc2.1_30s_bio_7_fc,wc2.1_30s_bio_8_fc,wc2.1_30s_bio_9_fc,wc2.1_30s_bio_10_fc,wc2.1_30s_bio_11_fc,wc2.1_30s_bio_12_fc,wc2.1_30s_bio_13_fc,wc2.1_30s_bio_14_fc,wc2.1_30s_bio_15_fc,wc2.1_30s_bio_16_fc,wc2.1_30s_bio_17_fc,wc2.1_30s_bio_18_fc,wc2.1_30s_bio_19_fc,wc2.1_30s_bio_20_fc
Hopea_erosa,0.952,0.0,0.0,1.3,5.5,0.0,0.0,58.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.6,0.0,0.0
Hopea_glabra,0.961,0.0,2.1,0.0,62.7,5.2,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0
Hopea_parviflora,0.949,0.2,7.1,6.6,0.7,0.0,3.6,12.4,0.0,0.0,0.0,0.7,5.0,0.0,0.9,0.6,0.0,0.7,0.4,35.6,25.5
Hopea_ponga,0.955,0.0,0.0,16.0,2.4,0.0,0.0,0.0,3.7,0.0,0.2,0.9,0.0,0.5,6.5,0.4,38.5,0.2,1.7,6.5,22.4
Hopea_racophloea,0.949,0.0,4.1,0.0,0.0,0.0,0.0,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3
Humboldtia_brunonis,0.992,0.0,1.2,1.9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.2,0.0,0.1,1.1,2.6,1.8,2.0,0.1,70.2,9.8
Humboldtia_decurrens,0.979,0.0,4.8,0.0,1.8,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,0.0,0.0,0.0
Humboldtia_vahliana,0.981,0.0,3.8,8.3,0.0,0.0,23.5,35.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.3,0.0,10.9,0.0,0.0,16.3
Hunteria_zeylanica,0.962,0.0,6.4,5.5,30.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,1.2,19.0,11.9,0.0,0.4,6.4,5.7,8.7
Hydnocarpus_alpina,0.976,0.0,2.5,2.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.1,0.0,0.6,30.6,3.0,1.4,0.2,2.1,47.0,8.3
Hydnocarpus_macrocarpa,0.951,0.0,0.0,0.0,0.3,1.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,52.0,45.8
Hydnocarpus_pentandrus,0.896,0.0,0.3,18.2,0.1,2.7,13.1,0.0,0.0,1.4,1.7,0.6,19.3,0.2,3.3,0.7,3.0,0.0,4.0,2.0,29.3
Isonandra_lanceolata,0.966,0.0,12.3,2.8,1.3,0.0,0.0,0.0,0.1,1.1,2.7,3.7,12.1,0.0,6.2,0.4,0.0,1.5,0.0,52.4,3.4
Ixora_alba,0.93,0.0,6.8,0.0,0.0,0.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,40.8
Ixora_brachiata,0.904,1.3,0.1,8.0,0.4,0.4,2.0,0.0,1.3,0.1,2.0,5.8,6.7,29.1,4.9,7.2,2.1,0.3,10.5,5.6,12.0
Ixora_elongata,0.981,0.0,3.4,0.1,0.0,0.0,0.0,0.1,0.0,4.2,0.0,3.6,0.0,11.3,0.8,0.0,0.1,19.4,0.0,45.9,11.1
Ixora_lanceolaria,0.908,0.0,8.5,0.0,18.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
Ixora_nigricans,0.913,0.0,5.8,0.2,0.9,0.0,0.1,0.3,0.1,0.0,13.3,2.3,32.0,0.4,0.2,2.3,0.0,8.4,0.0,12.9,20.6
Ixora_pavetta,0.935,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,12.2,0.0,0.0,0.0,59.6,0.0,0.0,1.0,25.7,0.0
Jasminum_malabaricum,0.967,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,57.3,0.0,0.0,0.0,9.4,25.1
Kingiodendron_pinnatum,0.977,0.0,0.1,6.0,0.3,0.0,13.3,1.3,0.0,1.1,1.0,8.4,0.0,0.0,0.4,2.0,0.9,0.1,4.2,59.4,1.4
Knema_attenuata,0.9,4.0,4.8,7.3,6.0,0.2,2.0,2.0,2.0,0.7,0.0,4.1,19.7,2.8,0.9,1.2,2.2,2.2,3.1,8.0,26.5
Lagerstroemia_microcarpa,0.936,0.0,0.1,0.3,0.9,0.0,6.6,6.5,0.8,0.0,0.0,0.3,0.9,37.6,10.2,0.0,2.8,0.2,31.4,0.2,1.3
Lasianthus_acuminatus,0.982,7.6,0.0,0.5,0.6,0.0,0.0,1.5,0.0,0.5,0.0,4.8,27.3,0.3,1.2,0.8,1.3,0.0,2.0,51.1,0.5
Lasianthus_jackianus,0.981,1.3,6.9,0.0,2.3,0.0,0.0,51.9,18.5,0.0,2.2,0.0,0.0,0.0,1.0,7.3,3.4,0.5,1.8,2.8,0.0
Lasianthus_oblongifolius,0.999,0.0,3.2,0.0,0.5,0.0,3.4,26.7,3.3,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.1,0.4,0.0,0.0
Lasianthus_parvifolius,1.0,0.0,0.0,1.7,1.3,1.9,1.2,2.1,0.7,0.3,3.6,6.1,0.1,0.0,10.2,52.9,0.0,3.8,2.6,0.0,11.6
Lasianthus_rostratus,0.989,3.0,0.0,0.0,0.4,6.7,0.0,0.0,0.0,0.7,0.0,3.7,0.0,0.0,61.5,17.5,0.0,2.2,4.2,0.1,0.0
Lasiosiphon_glaucus,0.945,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,3.5,1.9,0.0,49.9,15.7,0.1,8.5,12.9,2.4
Leea_indica,0.9,1.2,0.6,2.2,3.0,4.5,2.7,1.1,0.2,1.6,0.1,1.2,14.4,6.0,1.3,24.0,8.3,0.1,8.1,2.9,16.4
Lepisanthes_erecta,0.941,0.0,3.9,0.0,3.3,18.0,0.0,64.8,8.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Lepisanthes_tetraphylla,0.938,0.0,3.8,8.3,0.0,0.0,3.5,0.4,1.0,2.0,0.0,0.0,22.7,0.8,6.3,0.2,3.3,1.4,1.5,16.0,28.8
Leptonychia_caudata,0.905,0.0,24.2,0.0,0.0,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Ligustrum_robustum,0.973,4.2,0.0,0.1,3.6,2.9,2.5,0.0,7.2,0.0,0.0,0.4,0.0,38.2,18.3,7.2,0.0,0.0,0.0,6.3,9.2
Litsea_UM,1.0,0.0,0.0,1.7,1.3,1.9,1.2,2.1,0.7,0.3,3.6,6.1,0.1,0.0,10.2,52.9,0.0,3.8,2.6,0.0,11.6
Litsea_floribunda,0.954,1.6,0.3,17.2,6.0,2.0,0.7,0.7,0.7,0.2,12.2,0.5,30.3,3.2,3.8,0.3,3.0,0.9,0.0,9.7,6.5
Litsea_ghatica,0.908,7.6,0.7,0.0,0.0,1.0,5.5,0.0,0.0,0.9,0.0,17.4,8.0,35.9,8.1,11.6,0.5,0.0,0.1,0.0,2.6
Litsea_glabrata,0.992,20.5,3.3,6.0,0.5,0.0,0.0,1.8,0.0,7.0,0.0,0.0,8.6,0.0,12.0,1.9,0.0,0.0,0.1,36.6,1.9
Litsea_keralana,0.954,0.1,4.9,1.6,2.4,0.2,0.0,0.0,0.0,0.0,0.7,0.0,23.5,0.0,10.1,0.2,0.0,0.0,0.0,54.7,1.6
Litsea_laevigata,0.917,0.0,2.9,10.1,10.7,0.0,1.2,0.3,1.0,0.1,2.5,0.0,16.7,8.0,5.5,1.6,9.5,0.0,7.6,10.8,11.4
Litsea_mysorensis,0.962,0.0,2.0,8.4,0.0,0.0,0.4,0.2,5.2,0.6,0.7,0.0,28.6,1.3,7.4,0.3,3.5,0.0,0.9,40.4,0.2
Litsea_oleoides,0.978,18.6,2.3,4.2,0.0,0.3,0.0,1.6,0.2,1.7,0.0,0.9,16.0,0.0,3.3,0.6,0.0,0.5,0.0,48.4,1.2
Litsea_stocksii,0.969,3.3,1.5,0.0,0.0,0.3,0.0,0.0,0.0,0.4,27.4,0.0,2.7,13.6,2.0,18.4,0.1,14.6,9.1,0.0,6.6
Litsea_travancorica,0.99,0.0,1.8,5.6,4.4,0.0,3.1,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,50.4,0.0,0.1,11.5
Litsea_udayanii,0.995,0.0,0.0,0.4,14.8,19.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.8,0.0,0.0,0.1,2.2,53.6
Litsea_venulosa,0.997,0.6,1.2,0.2,0.0,0.0,0.7,25.7,0.0,0.0,0.0,0.0,0.0,0.3,64.9,4.7,0.0,0.0,1.7,0.0,0.0
Litsea_wightiana,0.968,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,83.2,0.0,0.0,0.0,0.0,0.0,0.0
Lophopetalum_wightianum,0.915,0.0,4.2,17.4,1.4,0.0,0.0,0.0,0.1,0.0,0.0,1.5,26.1,0.4,0.0,3.5,0.0,0.0,3.9,7.0,34.7
Luvunga_sarmentosa,0.98,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,54.8,0.0,0.0,13.2,5.5,2.7
Macaranga_indica,0.971,2.2,4.0,1.8,0.0,31.1,0.0,22.5,0.0,0.0,4.4,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,5.9,11.2
Macaranga_peltata,0.878,0.4,0.9,2.5,1.1,0.1,1.9,10.8,0.0,3.2,1.4,0.1,41.4,4.8,6.2,0.7,0.4,0.9,10.5,4.0,8.8
Machilus_glaucescens,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.1,55.1,0.0,0.6,8.2,5.6,13.4
Madhuca_bourdillonii,0.912,0.0,27.9,0.0,0.0,0.0,0.9,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Madhuca_neriifolia,0.928,0.0,0.0,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.7,8.7,0.7,4.9,1.3,4.0,1.2,4.3
Maesa_indica,0.794,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,20.3,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Magnolia_nilagirica,0.954,0.0,0.0,0.0,0.2,82.1,0.0,1.8,0.0,0.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mallotus_distans,0.992,0.0,7.4,0.0,0.5,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,5.3,0.0,64.1,0.0,1.9,0.0,0.0,0.0
Mallotus_nudiflorus,0.887,0.0,13.5,0.0,8.8,0.0,0.0,46.7,0.0,0.0,0.0,0.0,3.9,0.0,13.3,0.0,0.0,0.0,0.9,0.0,12.8
Mallotus_philippensis,0.886,0.9,2.3,3.7,2.0,9.0,0.9,1.1,0.6,1.2,1.5,0.2,38.4,3.8,3.6,5.6,2.0,0.1,7.1,2.6,13.5
Mallotus_resinosus,0.911,0.0,1.8,2.5,3.2,2.5,1.3,0.0,0.1,0.2,0.2,0.0,9.7,1.4,34.9,9.7,1.4,10.5,0.9,12.8,7.1
Mallotus_rhamnifolius,0.831,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,63.3,0.0,0.0,0.0,0.0,0.0,18.1
Mallotus_tetracoccus,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,93.0
Mammea_suriga,0.91,0.0,0.2,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,9.5,0.0,0.0,0.0,74.8,0.0,1.2,9.8,0.0,0.4
Mangifera_indica,0.89,0.2,0.4,3.7,2.3,12.9,0.2,1.2,5.0,0.3,7.1,0.0,32.8,3.5,6.6,1.9,4.1,0.9,7.4,3.2,6.3
Mappia_nimmoniana,0.98,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,70.8,0.0,1.8,10.9,4.7,4.0
Margaritaria_indica,0.782,0.0,18.2,0.0,40.0,0.0,0.0,1.5,1.9,0.0,0.0,0.0,0.0,0.0,15.5,5.2,0.0,0.0,5.1,7.6,5.0
Mastixia_arborea,0.956,0.3,3.3,10.2,0.2,0.0,0.9,0.0,0.0,0.2,10.4,1.3,13.6,0.1,0.9,0.1,10.1,0.0,0.5,25.6,22.2
Maytenus_rothiana,0.957,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.1,0.0,0.0,14.0,36.0,7.6,6.0,10.9,21.4
Meiogyne_pannosa,0.967,0.0,3.5,1.7,3.9,0.0,3.4,0.3,0.0,0.9,2.6,9.6,27.8,1.1,2.5,1.2,0.0,2.0,1.3,31.2,7.0
Meiogyne_ramarowii,0.94,1.0,5.4,3.8,0.0,0.0,0.2,0.0,0.0,0.9,0.3,0.9,5.8,0.0,0.2,0.3,0.0,3.2,10.0,56.3,11.8
Melicope_lunu-ankenda,0.883,0.0,0.3,0.0,0.4,0.0,1.6,2.6,0.3,0.0,0.0,4.4,2.4,5.4,6.6,1.3,52.7,9.3,1.2,2.1,9.1
Meliosma_pinnata,0.927,0.0,0.0,0.0,0.0,31.2,0.0,65.5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Memecylon_gracile,0.991,0.0,6.6,0.0,0.0,2.9,0.0,3.7,0.0,3.8,7.6,0.0,5.9,0.0,3.0,0.3,0.0,0.7,0.3,61.3,3.9
Memecylon_heyneanum,0.98,0.0,3.2,5.8,3.1,0.4,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.6,15.2,0.2,0.0,2.9,0.1,23.6,29.8
Memecylon_malabaricum,0.973,0.0,1.6,1.6,6.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,48.2,0.0,40.5,0.0,0.0,0.0,0.0,0.0,1.0
Memecylon_pseudogracile,0.998,0.0,7.9,0.7,1.0,0.0,0.5,16.6,0.0,5.1,6.5,0.0,10.3,1.8,6.6,8.1,3.9,2.0,0.6,27.6,0.8
Memecylon_randerianum,0.925,0.0,5.2,0.0,2.7,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.4,0.0,16.0,0.0,3.2,0.0,0.5,20.1,15.1
Memecylon_subsessile,0.983,0.3,4.3,0.0,0.0,0.0,33.5,17.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,17.8
Memecylon_talbotianum,0.919,0.3,6.7,3.6,0.2,0.0,0.0,0.0,1.4,0.1,16.7,0.0,38.3,0.0,0.0,1.4,0.7,0.0,0.5,2.9,27.3
Memecylon_terminale,0.957,0.0,2.8,0.1,50.6,0.0,0.1,0.0,0.9,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,2.6,14.7,0.0
Memecylon_umbellatum,0.941,0.0,0.0,0.3,0.6,6.1,0.0,0.1,0.6,0.0,4.4,0.0,0.0,14.5,0.3,57.5,1.7,1.5,10.7,1.0,0.7
Memecylon_wightii,0.969,4.5,1.8,1.2,1.3,0.0,5.8,0.0,10.8,0.0,0.0,0.4,26.6,1.5,4.4,0.7,7.3,0.0,0.0,33.1,0.5
Mesua_ferrea,0.964,9.3,1.7,6.3,0.0,0.0,0.0,0.2,0.1,0.9,0.0,9.1,18.1,0.4,0.3,0.1,0.5,0.8,0.0,45.6,6.6
Meteoromyrtus_wynaadensis,0.982,0.0,29.3,1.8,4.0,0.0,0.0,16.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,7.9
Meyna_laxiflora,0.923,0.0,0.9,3.5,0.0,0.0,0.1,4.8,0.0,0.5,0.0,0.3,2.9,26.9,0.0,32.6,0.4,2.4,11.7,10.2,3.0
Microcos_paniculata,0.984,0.0,0.4,0.3,3.1,0.3,4.2,0.0,0.0,1.7,0.0,8.4,0.0,3.0,0.0,21.5,7.6,1.2,38.9,5.4,4.0
Microtropis_latifolia,0.968,3.5,4.0,7.4,0.0,0.0,0.0,5.6,13.7,2.0,6.0,4.7,16.7,0.7,1.2,0.0,0.0,2.8,0.1,30.0,1.7
Miliusa_gokhalaei,0.99,0.0,0.0,6.6,0.0,2.5,0.0,45.1,10.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,13.4,0.0,2.1,14.9
Miliusa_nilagirica,0.989,0.5,30.6,0.0,0.3,0.0,0.0,8.8,16.6,2.1,0.0,0.0,2.8,3.3,14.1,0.5,0.0,0.0,0.4,19.9,0.0
Mimusops_elengi,0.916,0.0,0.0,1.2,0.9,2.8,1.3,4.7,0.4,4.6,0.0,0.0,8.8,30.7,2.3,10.1,1.0,0.0,19.2,6.4,5.6
Mitragyna_parvifolia,0.754,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Mitragyna_tubulosa,0.926,0.0,0.1,0.0,0.0,0.0,3.9,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,44.5
Mitrephora_grandiflora,0.862,0.0,1.2,5.5,11.8,0.0,0.9,18.8,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.3,0.0,0.0,0.0,7.3,0.0
Moullava_spicata,0.966,0.0,0.0,0.1,1.2,0.0,0.0,1.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,82.2,0.1,3.8,5.0,1.5,3.9
Murraya_koenigii,0.957,0.0,6.3,2.5,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,18.3,0.0,15.1,5.5,0.0,4.7,4.9,20.0,19.9
Murraya_paniculata,0.851,0.0,0.3,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,75.6,0.0,0.0,0.1,0.1,7.0,5.5
Myristica_beddomei,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0.0,0.0,17.4,2.8,1.3
Myristica_dactyloides,0.94,0.0,2.8,5.1,0.4,2.6,3.0,4.8,2.0,0.6,0.0,7.8,27.8,0.9,3.6,0.0,1.7,2.2,1.1,29.5,4.2
Myristica_malabarica,0.89,0.0,1.0,16.7,3.5,1.6,0.0,14.0,0.0,0.0,0.0,1.1,34.3,0.2,1.4,0.6,2.6,2.5,2.6,3.7,14.3
Neolitsea_fischeri,0.964,0.6,0.0,0.8,6.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,77.5,10.3,0.3,0.0,0.4,0.2,0.0
Neolitsea_scrobiculata,0.969,0.0,8.1,0.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,2.1,2.5,0.0,31.5
Neolitsea_zeylanica,0.954,0.0,0.2,0.9,3.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.8,21.7,0.4,1.0,40.6,0.4,6.5,11.7,9.7
Nothapodytes_nimmoniana,0.932,0.0,1.2,0.0,8.3,1.2,1.2,0.9,0.0,0.0,0.0,4.7,25.0,1.2,0.0,23.9,2.1,5.2,1.9,4.4,18.8
Nothopegia_aureofulva,0.998,0.2,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,1.7,62.6,10.1,0.0,0.0,2.6,0.0,0.0
Nothopegia_beddomei,0.95,0.0,0.9,14.6,3.4,0.0,7.8,1.5,0.0,2.3,8.3,0.0,12.7,0.6,2.2,0.6,2.6,0.8,1.0,27.3,13.6
Nothopegia_castaneifolia,0.976,0.0,1.1,0.4,0.0,0.0,0.0,1.2,2.1,0.0,0.0,0.0,0.1,16.0,0.0,54.4,0.0,0.1,14.2,5.5,5.0
Nothopegia_racemosa,0.914,0.0,0.0,4.6,1.7,9.9,0.0,1.3,4.1,0.0,0.0,0.3,27.7,17.7,5.7,1.8,1.6,0.0,7.2,6.2,10.1
Nothopegia_travancorica,0.982,0.0,10.4,5.1,0.1,0.2,0.0,0.1,0.0,0.0,2.1,0.3,4.4,0.0,3.8,2.2,0.0,0.9,2.8,60.2,7.5
Ocotea_lancifolia,0.978,0.0,3.2,4.6,1.5,0.6,0.0,5.9,0.0,0.6,9.4,4.0,14.6,0.0,7.7,0.1,0.1,22.1,0.0,25.4,0.3
Octotropis_travancorica,0.991,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3,5.3,0.0,0.0,0.0,0.0,0.0
Olea_dioica,0.917,0.1,0.7,4.2,0.6,9.5,1.7,1.6,0.7,0.0,0.1,0.1,26.2,17.2,6.0,0.6,9.7,0.9,12.2,6.2,1.7
Oreocnide_integrifolia,0.949,5.6,0.0,1.1,2.3,22.4,0.6,53.6,4.0,1.3,6.8,0.2,0.0,0.0,0.0,1.1,0.6,0.3,0.0,0.0,0.0
Ormosia_travancorica,0.922,0.0,13.0,1.0,5.5,0.0,0.0,10.6,0.0,0.9,0.0,0.0,0.0,0.0,57.6,0.0,1.7,3.0,0.1,6.6,0.0
Orophea_erythrocarpa,0.931,0.4,12.9,1.1,0.0,0.0,0.0,67.7,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.5,0.0,1.5,0.0,9.3
Orophea_sivarajanii,0.992,0.0,8.7,0.0,0.7,0.0,0.0,24.5,10.9,0.0,0.0,0.0,0.0,0.0,9.7,0.1,0.0,0.1,1.3,34.0,9.8
Orophea_thomsonii,0.98,0.0,14.4,5.5,4.0,0.0,0.0,24.2,0.0,0.1,0.0,0.0,1.0,5.4,0.0,21.0,0.0,0.3,3.1,6.7,14.4
Orophea_zeylanica,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,26.0,0.0,67.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0
Otonephelium_stipulaceum,0.973,0.0,1.4,4.5,0.1,0.0,0.7,0.7,0.0,1.1,0.0,6.4,6.2,1.9,0.3,0.4,0.1,5.0,7.3,49.5,14.4
Oxyceros_rugulosus,0.957,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,82.1,0.0,2.3,5.6,3.9,0.0
Pajanelia_longifolia,0.952,0.0,6.0,0.0,0.0,0.0,0.0,13.3,0.2,0.0,0.0,0.0,0.0,33.0,5.0,1.0,0.0,0.0,0.0,5.6,35.9
Palaquium_bourdillonii,0.997,0.0,14.1,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.1,77.4,3.2,0.9,0.0,1.2,0.0,0.0
Palaquium_ellipticum,0.96,0.6,4.1,7.0,0.2,0.1,0.0,1.2,2.5,2.8,12.9,4.5,12.3,0.4,4.2,0.0,0.6,1.8,0.4,41.9,2.6
Pandanus_furcatus,0.961,0.0,9.0,2.2,0.5,0.8,0.0,22.5,0.0,0.0,3.3,0.0,4.8,0.3,0.9,0.4,12.3,0.8,0.7,24.7,16.9
Paracroton_pendulus_subsp._zeylanicus,0.978,12.4,1.8,5.4,0.0,0.5,4.9,2.1,0.7,0.9,0.0,0.7,13.2,0.1,0.0,1.7,0.1,2.1,0.5,48.6,4.2
Paramignya_monophylla,0.94,0.0,2.8,1.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,34.6,0.3,17.1,0.1,0.0,18.6,17.8,5.1
Pavetta_indica,0.939,0.2,26.6,1.0,0.0,0.0,3.9,52.9,0.0,0.0,8.8,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Pavetta_sp,0.899,0.0,7.7,0.0,0.0,30.7,0.0,0.0,0.0,2.4,24.6,5.0,2.2,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0
Persea_macrantha,0.934,0.0,5.9,14.1,5.7,1.9,4.6,1.6,5.3,1.9,5.3,0.1,22.2,3.3,2.6,0.9,0.4,0.2,1.8,7.7,14.8
Pinanga_dicksonii,0.977,0.0,4.6,1.4,1.3,0.0,0.5,3.4,0.0,0.0,6.2,7.8,42.9,6.3,0.2,0.0,1.9,0.5,1.7,19.3,2.1
Poeciloneuron_indicum,0.978,0.0,0.0,3.2,1.8,0.0,0.6,2.1,0.0,0.0,3.2,1.3,48.3,7.2,0.5,0.0,2.3,0.0,1.5,24.6,3.6
Polyalthia_coffeoides,0.974,3.5,4.5,1.4,0.0,0.2,0.0,0.2,0.0,5.5,0.0,0.0,21.1,0.2,0.4,0.0,0.3,21.7,0.0,33.3,7.5
Polyalthia_fragrans,0.951,0.0,4.1,27.1,0.9,0.0,2.2,0.0,0.0,0.1,0.0,0.3,6.6,0.4,3.0,0.1,0.0,0.2,0.1,2.9,51.9
Polyalthia_malabarica,0.96,0.0,6.7,2.5,0.0,0.0,1.2,65.6,0.0,0.6,0.0,0.0,0.0,0.0,1.5,0.0,0.0,12.8,1.8,0.5,6.8
Prismatomeris_tetrandra,0.926,0.0,1.7,0.0,0.0,0.0,0.0,48.5,0.2,0.0,0.0,0.0,0.0,1.5,0.5,2.6,0.0,0.0,0.0,0.0,45.0
Prunus_ceylanica,0.942,0.0,1.1,4.1,3.9,0.0,1.3,21.9,0.8,0.0,0.0,0.0,23.0,0.0,30.5,3.3,0.4,0.1,0.4,4.8,4.2
Psychotria_anamallayana,0.975,0.0,13.0,0.0,8.1,5.8,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.2,2.9,0.0
Psychotria_dalzellii,0.945,0.0,15.8,0.0,2.5,0.0,0.1,0.0,0.9,0.3,0.0,0.7,3.5,26.9,12.9,0.1,0.0,2.7,14.1,0.8,18.5
Psychotria_flavida,0.943,0.0,0.2,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,3.0,0.0,1.4,0.0,39.2
Psychotria_nigra,0.952,0.0,0.6,23.2,0.1,0.0,0.2,0.1,1.1,1.4,8.7,1.7,16.5,2.5,0.0,1.0,2.7,0.9,0.2,27.5,11.8
Psychotria_truncata,0.967,0.0,0.4,0.0,0.4,0.0,0.0,0.1,3.0,0.9,1.1,0.0,76.6,8.6,0.3,0.0,0.3,0.0,2.8,5.6,0.1
Psydrax_dicoccos,0.91,0.0,0.0,10.3,1.3,0.0,0.4,0.0,8.5,0.0,6.2,0.0,27.4,14.4,3.7,12.1,4.5,0.6,2.3,2.3,6.0
Pterospermum_diversifolium,0.961,0.0,0.0,14.2,1.9,0.0,1.1,0.0,0.0,0.0,0.0,9.2,29.0,10.2,1.7,5.7,0.0,1.3,1.1,0.4,24.2
